2023-01-27 17:14:52,767:logger:{'TIMESTAMP': 'sometime', 'LEVEL': 'error', 'MESSAGE': 'file not found'}
2023-01-27 17:14:52,768:logger:{'TIMESTAMP': 'sometime', 'LEVEL': 'error', 'MESSAGE': 'file not found'}
2023-01-27 17:14:52,769:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'critical', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,770:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'critical', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,771:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'critical', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,771:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'critical', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,772:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'critical', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,774:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'critical', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,774:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'error', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,775:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'error', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,775:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'critical', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,776:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'critical', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,776:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'critical', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,777:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'critical', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,777:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'critical', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,778:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,778:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,778:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project gone'}
2023-01-27 17:14:52,779:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on'}
2023-01-27 17:14:52,779:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 2'}
2023-01-27 17:14:52,780:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 2'}
2023-01-27 17:14:52,780:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 3'}
2023-01-27 17:14:52,780:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 3'}
2023-01-27 17:14:52,781:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 3'}
2023-01-27 17:14:52,782:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 4'}
2023-01-27 17:14:52,784:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 4'}
2023-01-27 17:14:52,784:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 5'}
2023-01-27 17:14:52,785:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 6'}
2023-01-27 17:14:52,786:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 0'}
2023-01-27 17:14:52,786:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 1'}
2023-01-27 17:14:52,787:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 2'}
2023-01-27 17:14:52,787:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 3'}
2023-01-27 17:14:52,788:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 4'}
2023-01-27 17:14:52,788:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 5'}
2023-01-27 17:14:52,788:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 6'}
2023-01-27 17:14:52,789:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 7'}
2023-01-27 17:14:52,789:logger:{'TIMESTAMP': '12/11/2022', 'LEVEL': 'INFO', 'MESSAGE': 'Project going on 8'}
